date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
2016-05-05,Regional Account Executive,"Phoenix, AZ","Former Employee, more than 1 year",The Lowest Form of Treachery and Incompetence,18,Benefits are good and time off for holidays was good too. While the company doesn't pay much on the health insurance they offer multiple options and benefits that you could choose from.,"The Outside Sales position was the most abused by the company and those people who were unfortunate enough to be hired into the job were left to die a slow death due to the absolute incompetence of the Regional Managers, where answers were few and far between along with throwing the sales reps under the bus as often as deemed appropriate to keep their jobs... shameful and disgusting is the only way I can describe it. There was a consistent and all knowing feeling of ""alone-ness"" as you slogged through your day attempting to use the ridiculously poor lead database that G/O had as a tool to get business. 

The inner working of the company were so ridiculously bureaucratic that when you would sell, a program(s) to a company you not only felt somewhat frightened at the thought you knew you'd just hurt that business because the company was so slow at implementing the various programs AND you knew the trouble for you had just started. This company just despises it's sales force to the point I felt it every time I turned in a deal they'd come up with any number of bureaucratic methods to either tell you it wasn't approved or some other stupid detail you'd have to jump through just to ""submit"" or in our case ""re-submit"" signed agreements. It was more nerve wracking knowing what you were in for after a client signed than getting a client to sign!! 

The company had something like 10-11 VP of whatever so when you'd walk the halls they'd all be thumbing their noses at you like you were scum and it was always uncomfortable knowing this. A company that size should never have more than 2 VP's and just showed how self-adsorbed the parent company (Tegna) was with itself and the disconnect between what they thought of themselves and what the reality was to the average prospect they were attempting to sell through to was huge. No one outside the company walls cared less about them and that made selling very hard, not to mention the incompetence of managers and their complete lack of ""backing the troops"".

The company went through so many strategic changes over the time I worked there that no one recognized or even knew what to do to the point it was a laughing joke among us all. They paid a high base so as a result commission were gawd awful and I knew many reps that would wait months to get paid on closed and even paid programs because they had not ""launched"" yet, this after payment was made in full - particularly for website development. The cancel rate for clients was so high you never really got to enjoy the residuals as the client would catch wind of the incompetent roll-outs and poor marketing and just cancel after the 4 month minimum, something close to 60-80% would cancel in the first 6 months making any forward progress for Regional Account Executives mute and unobtainable.","Hey get your heads out of your ivory tower and look around you. You're struggling to make ends meet because you have too many chiefs and not enough true contributors. Your sales people are the ONLY ones that matter, not the VP's or so called strategic planners, that quite frankly have done you more harm than good! You need to terminate the Regional Managers and get strong leaders that are more interested in doing the right thing by their sales people than covering their own butts on a daily basis. But truth be told, it really starts at the top. The CEO would walk around and blah blah about ""culture"" all day, guess what, you don't have a culture you have failure, that's all so the CEO should be the first to go. Only then will this dinosaur of a company turn itself around in a world filled with so many way better competitors, they'll fail if they don't",1.0,3,1,1,2,1,,cross,cross
2016-04-04,Anonymous,,Current Employee,Great place to learn and grow,0,With growth comes opportunities to advance career and explore new areas,With growth also comes growing pains (many systems and processes are immature),,5.0,5,5,5,4,5,,mark,mark
2016-04-14,Regional Account Executive,,"Former Employee, more than 1 year",Great Ideas but Poor Followthrough,3,Company is growing its inside sales staff and obviously has a lot of energy in the Phoenix headquarters,"Sales management for outside sales is VERY hands off. In more than 6 months, I only saw my manager three times. Do not follow through with what they have promised and commission always has errors.","Pay your sales people like sales people, not like account managers. Stop playing games with commission and actually give tools to the outside sales people to help them do their jobs. Finally, hold you managers accountable for THEIR activity.",2.0,4,3,2,1,2,,cross,line
2016-03-29,Digital Sales Engagement Specialist,"Scottsdale, AZ","Former Employee, less than 1 year",Not a bad place,0,Easy going and fun environment,"Inexperienced, unqualified management makes it difficult.",,3.0,,,,,,,circle,circle
2016-03-09,,"Phoenix, AZ",Current Employee,This company is headed in the right direction!,4,"Great place to work and we are in growth mode! 

Many perks such as an onsite gym, free snacks, casual dress code, and we have a bustling culture club that is always coordinating fun events. 

Upper management seems to really encourage and value feedback Our CEO is super grounded and approachable and knows just about everyone by name..even if he's only met you in passing (his memory is crazy impressive). He makes it a point to meet and get to know each new hire.","As in any bigger company, there is a feeling of separation between departments. I wish that there was more camaraderie between the various teams.",,5.0,5,5,5,3,5,,mark,mark
2016-03-14,Digital Marketing Consultant,"Phoenix, AZ","Former Employee, less than 1 year",Heavy Outbound Cold Calling,2,Good starting base pay of 40k and the people are nice and helpful.,The cold call requirements of 100 plus per day can be a serious grind. Management focuses too heavily on call volume and not enough on call quality and sales growth. They do not do much to motivate you and expect you to learn it all on your own!,Get rid of the immaturity in your culture and manage your managers. They are so busy cracking the whip on call volume that nobody gets any quality career growth to gain quality in those calls.,3.0,3,2,1,3,1,,mark,cross
2016-04-13,Regional Account Executive,"Dallas, TX",Former Employee,Outside Sales,7,Very Few!! Management is out of touch and full of Lies!!,Management so out of touch. Always talks about what they are going to do or how they are the best at it yet results prove to be different. They lowered head count by letting people go based on numbers when only 2 of the outside sales reps were actually hitting there numbers. Quotas are way to unrealistic and they will lie to you as well.,When making a quota remember the dog bone analogy. If you put the bone where the dog can reach it they will struggle and try to get there but if you put it on the roof of the house they wont even look at it or smell it!!,1.0,1,1,1,1,1,,cross,cross
2016-03-23,Marketing Intern,"Gilbert, AZ","Former Employee, less than 1 year",A Long Way To Go,3,"• Fun people
• Decent workspace
• Attempts to emulate the culture of other, more trendy companies
• Lower level employees enjoy their time with each other both inside the office and outside of it","• Directionless leadership
• Product suite is disappointing to sell
• No mission, vision, or values
• CEO's mantra verbally is ""Driving shareholder value"" which feels corporate and inhuman
• Terrible employee recognition program that favors weak employees",,2.0,,,,,,,circle,circle
2016-03-09,Anonymous,,Former Employee,Great Starter Company,0,"Great Benefits 
Hardworking team
Cool environment","Pay needs to be better for Nashville. 
A lot of work with little time.",,4.0,4,3,3,3,3,,circle,circle
2016-03-22,Regional Account Executive,,"Current Employee, less than 1 year",crazy company,2,good pay for the year,to many changes in the year,,2.0,,,,,,,circle,circle
2016-02-24,Web Project Manager,"Nashville, TN","Former Employee, less than 1 year",New Media Trying To Let Go Of Old Media,5,"Some very bright, hard working people. The business idea is sound and they can very much lead the market.","Just you paint the walls and have snacks doesn't mean you have ""culture"". It's all about volume and not really about helping customers achieve their goals. Biggest knock is the $12 a month deduction from paycheck to park your car next to railroad tracks.",It's about succeeding and you can't do that when people are worried about making mistakes.,2.0,2,1,2,1,1,,cross,line
2016-01-22,Anonymous,"Chicago, IL","Former Employee, less than 1 year","Good people, nice office",2,"I enjoyed working with the people there, and overall it was an excellent experience. The catered lunches on Tuesdays are a plus, and the office has some lovely views.","There are a lot of changes happening right now, so their staffing needs are unstable.",Hopefully things will get stabilized and this will be an excellent company moving forward.,4.0,4,5,3,4,4,,mark,line
2016-01-13,Anonymous,"Phoenix, AZ","Former Employee, more than 3 years",Culture,0,"Great culture, great CEO. Collaborative, transparent, and fun place to work. Good work-life balance. Competitive salaries.",Benefits could be better but the parent company controls that aspect of it.,,5.0,5,5,5,4,5,,mark,mark
2016-01-11,,,Current Employee,Outside Sales,0,A culturally positive environment where the sales team is strongly supported. Excellent commission structure where the sales team can make a significant income.,"There is a lot of internal change as the environment is entrepreneurial. If you can't adapt to change, this isn't the place for you.",,5.0,5,5,4,5,5,,mark,mark
2016-01-08,,"Phoenix, AZ",Current Employee,Keep Trying,8,"The people are fun and it is a young office. Free snacks on Thursdays and free breakfast on Fridays. Once in awhile will give gift cards for a job well done. Flair is given out (think Office Space). They organize culture activities and events. The work can be fun if you are in the right department, but you have to like what you do to be content here.","Don't expect upper management to care that much about you if you are in Fulfillment. Low pay and really only gives raises during a designated time once per year. CEO was asked about the high employee turnover at one meeting, which there is a lot of and a lot of useless meetings, and he responded something to the effect of ""people always come and go."" Usually get the vibe that they only care that the work gets done, not as much about the people who do it. Only will hire you up if someone leaves, and would rather hire outside than promoting good people from inside. Some managers make it obvious that they don't want to be there either and many managers fall into their roles (when someone quits) and don't know what they are doing. A good place to start your career if you are interested in digital marketing, but don't expect this to be a long-term gig.","Reevaluate managers. Be good to good employees - take a look at the work we do once in awhile, it's usually really good. Keep employees happier. Every department is valuable. Practice what you preach.",2.0,5,2,1,2,2,,cross,line
2015-12-29,Regional Account Executive,"Phoenix, AZ","Former Employee, less than 1 year",Good in Theory,0,"Great benefits, higher starting salary.",Moves through management too fast.,None.,3.0,,,,,,,mark,line
2015-12-21,Anonymous,,"Current Employee, more than 1 year",Average Place to work,0,"Solid Group of people, competitive salary and good culture","Does not have all their systems lined up, internal processes way too complicated for a fairly simplistic product suite. Communication is not always the best.","Simplify internal processes, increase communication and positive results could happen",4.0,4,4,3,4,3,,circle,line
2015-12-16,Anonymous,"Phoenix, AZ",Current Employee,"Fast paced, great culture, and lots of opportunity for growth",0,"Fun place to work. Passionate, creative, intelligent leaders who believe in the vision. It's nice to be part of a larger parent company. Just went though a company-wide training initiative that helped break down some barriers between the different groups and provided consistent foundation details on our array of products and services.",Competitive landscape. Need to be agile and embrace change. Challenging and not for the faint of heart.,The communication has improved significantly in the last 6 months. Keep hosting All-Hands meetings and providing us with information on the bigger picture.,5.0,5,5,4,5,5,,mark,mark
2015-12-15,Project Manager,"Phoenix, AZ","Current Employee, less than 1 year",When your workplace is Amazing!,0,The environment all around its great. The Client services team that I work on is amazing. A Lot of people are friends in and out of work which is not common. The positive vibe laughs and fun I enjoy on a daily basis makes the day not even really seem like work. Not only am I able to learn so much from my peers but the encouragement from my direct manager is not like any other management experience I have had. The fact that the company takes the time to rewards its employees during work makes us want to be more active in things outside of work. I love working here and I am so happy and blessed that I have been given this opportunity to work for a guy like Tim Fagan. Hes so funny and breezy he doesn't let the fact that he is CEO make him a pompous Butt. He takes the time to get to know everyone on a normal level not making anyone feel inferior. I feel as tho I can talk to him about anything and before I started workin here I know i came acrossed him picture and thought to myself he looks like a postively fun guy and I was right he is more than i could ever ask for in a CEO. Also the perks of the job with the culture team and the benefits of being offered discounts and additional certifications and training through the company is also phenomenal . I have referred at least 10 people and will refer more of my friends and former coworkers because working in this kind of environment is one of a kind. The company takes the time to take suggestions from their employees to better the conditions of the work place and even tho G/O is only 6 years old I see a BRIGHT REWARDING future for the company and its current and future employees. All in all this is the best company I have ever worked for and I plan on staying here forever lol !,not really a con more of a suggestion having more parties like the holiday would be RAD!,Continue to Coach teams on developing their skills to learn more about the job.,5.0,5,5,3,4,5,,mark,mark
2015-12-17,Biz Dev,"Phoenix, AZ","Current Employee, more than 3 years",Quality growing company,0,"-this company supports a very unique culture that fosters each person's individuality along with their opinions
-looking to progress their company very quickly and if you are willing to work hard and dedicate time it will pay off 2 fold
-great leadership now in place and have a common goal
-coworkers are a blast to work with and the company culture team has done a great job to build great amenities and events for employees to partake in
-foster a culture of internal growth. many long term employees have grown through the ranks and impacted the business through their growth","-sometimes it is hard to push the envelope due to the size of the company, but leadership is working on that
-as with any company, certain people in management roles are difficult to deal with","-beyond a top leadership role I feel that most, if not all, management roles should be filled by internal people. this company has grown and changed a large amount of the years and the veterans, over 1 year even though it is funny to state that, bring a great amount of experience to the table. their understanding of our relationships and the unique aspects of them. 
-while we are taking a large push towards performance we should also make a large push towards customer experience. some of the best Fortune companies have outstanding customer service and that is an area we lack in.",4.0,5,5,4,4,4,,mark,mark
2015-12-16,Client Services,"Phoenix, AZ","Current Employee, more than 3 years",Good Opportunities and Chance to Make a Mark,0,"Growing company with opportunities for professional growth and advancement.
Great focus on culture and work/life balance.
Company rewards employees who do well and stand out among peers.
A part of a well-established company with built in sales pipeline through partners and a strong emphasis on growing digital business.
Turnkey solution with good overall products.","Slaves to systems that do not always work as well as they should causing a lot of internal and external frustration
Because there are so many products, the company does not excel in single products and is not as competitive with other similar digital company products that have fewer products to focus on.",Focus on the basics and get really good at what you can deliver before trying to focus on new products and services.,4.0,5,4,5,4,5,,mark,mark
2015-12-15,Digital Marketing Specialist,"Phoenix, AZ",Current Employee,Great Place to Work,0,"Great Culture, Great Comp plans, Always looking to make changes to improve for the better, A lot of promotions available to those that show they want it",a lot of cold calling and dealing in a space where a lot of potential clients have been burnt by another company,,5.0,5,5,5,5,4,,mark,mark
2015-12-16,Anonymous,"Phoenix, AZ","Current Employee, more than 1 year","Fun Company, But Employee Beware",2,"Laid back environment,
Casual, but appropriate dress code,
Snack Thursdays,
Breakfast Fridays

The CEO is really cool, visits frequently, and is very approachable. A lot of the people that work here are nice and it is easy to get along most of the time.","There is almost no opportunity for advancement and absolutely no career development. You will be stuck in the same role for years if you are not actively scouring for opportunities and you more than likely will have to completely change departments in order to advance because those above you either can't move up or refuse to move up. The company is not competitive in the market when it comes to pay, benefits, or product/service. The company likes to release processes and tools without making sure they either work as expected or are actually fully functional. While the company says they want your ideas, they will simply take your ideas, throw them in a box and lock them away in a dark closet never to be heard or seen of again. Communication is terrible within teams and even worse cross department, which causes confusion and an all-around unpleasant experience day-to-day.

I know the company is still trying to get everything figured out, but with the disorganization, poor communication, no professional opportunity, and little incentive to actually want to work hard for the company, I would not recommend working for G/O Digital.","You really need to pay more attention to the employees actually doing all the work for the company. While there is a company wide focus on customer retention, this company gives the impression that they don't care about if their employees are actually happy. Give the employees clear paths to move up and make that a priority for them. If no one thinks there is a way to move up, they will not give quality work as there is no incentive to work hard and they will leave for a competitor if given the opportunity.",2.0,3,2,1,3,1,,cross,line
2015-12-02,Regional Account Executive,"Phoenix, AZ",Current Employee,Regional Account Executive,0,If you can sell it pays very well in both up front and recurring but only once the customer goes live. So you have to be able to implement as well. The Account Managers will do everything in their power to delay a client from going live so you have to be on them like butter is to bread. You have to champion the orders and get them live. You have to work hard at this job to be successful. If you don't have clients and relationships you can work when you walk in the door expect to cold call a lot and work hard. The negative reviews in here are from Sales people who literally sold nothing. I saw a bunch of bad hires and these folks had Zero's after six months. Please Do Not believe them - I love my job it is the best sales job and company I have ever worked for. The products are amazing and the customers are incredibly happy with our service.,"We need to have better communication between the account managers and sales people. I am not really sure why so much animosity but there is. I think they prefer to be left a lone and not be bothered so someone needs to incentivize them more. they need a bonus for when it goes live and a bonus for when they work well with the sales rep. They need to think outside of the box more instead of telling a client you can't focus on ""this keyword"" because its not on your website say - ""we can focus on this keyword if you add it to your website"".",incentive the account managers,5.0,5,5,5,5,5,,mark,mark
2015-12-09,,,"Current Employee, more than 1 year",Needs more emphasis on employee development,2,"Diverse demographic of employees. Relaxed dress code, weekly snacks, secure parking garage. Internal movement to other positions encouraged. Current CEO Tim Fagan is a very strong leader, passionate about growing the company, who is also very approachable and personable.","Promotion track generally unclear, not much growth opportunity for folks in manager roles. Huge workloads, over stressed employees at the worker bee level. Work/life balance is not a focus, health insurance is sub-par. Management of departments seems to be dependent on style of manager rather than strategic and consistent approach. Although a digital company, option to telecommute does not appear to be available equally to all employees.","More focus on current employee satisfaction, and start promoting and supporting work/life balance. Offer optional 10 hr / 4 day work week or telecommute options. Invest in continuing educational opportunities for employees (workshops, conferences). Upgrade health insurance plan, lower premiums & better coverage.",2.0,1,1,2,1,3,,cross,line
2015-12-15,Anonymous,,"Former Employee, more than 1 year",Don't Do It,5,Some of the people are great.,"Everything else. The team leads know nothing, there is no opportunity for advancement. I have worked here almost 2 years and see no opportunities coming. The company doesn't innovate in order to outdo the competition. I would give this company negatives if I could. I would only refer people I hate because I wouldn't want to damn anyone to this place. Most of the people who work here are young and only care about drinking and partying, it is like they are stuck in college. Management doesn't care about their employees whatsoever. They ignore the touch questions, they only care about being funny.",Hire people who know what they are doing.,1.0,1,1,1,1,1,,cross,cross
2015-11-09,Project Manager,"Nashville, TN","Former Employee, less than 1 year",Project Manager,2,"Fun, young culture. Great first job and company to then springboard elsewhere. Laid back office environment. What you come to expect from the marketing/advertising agency.","Growth in the company is somewhat limited. Yes you can ""move up"" but added titles and responsibilities can't really disguise the fact that you're probably being underpaid.","Provide more career pathing, continuing education/learning.",3.0,3,3,2,3,2,,cross,line
2015-11-11,Anonymous,"Houston, TX",Current Employee,Account Executive,5,Not much now they let go all the good people.,Company can't consistently help business owners as promised.,,1.0,2,2,2,3,1,,cross,cross
2015-11-09,,,Current Employee,Very disorganized,4,"There are a lot of fun people to work with. Tim, the CEO, frequents the office and attempts to talk to veryone.",The company itself is very disorganized. No one really seems to know what they're doing. Things change drastically on a daily basis.,,1.0,3,5,1,3,1,,cross,cross
2015-09-28,Regional Account Executive,"Phoenix, AZ","Current Employee, more than 3 years",Regional Account Executive,2,Young company since the Gannett Split attempting to create a startup environment atmosphere. Leadership is learning and advancing as quickly as possible to adapt to company needs.,Support network for those sales reps in the field is lacking. Not much that separates G/O product offerings from competition.,Evolve product suite to cater to new technologies in the marketplace that retailers are seeking to make their businesses more efficient. Simplify the segmentation process so sales can quickly reference key wins when speaking with prospects.,3.0,4,3,2,3,3,,cross,line
2015-09-25,Anonymous,,Current Employee,Headed downhill,3,"Nice people, nice building, and a pretty good company culture.","As the business grows, upper management is so laser focused on numbers and spreadsheets that they seem to have forgotten about the people who have to do the work to keep the business going. The only focus seems to be on ""Efficiency Numbers"" that were set ages ago. They try to make all aspects of digital marketing for into easily defined buckets, even though the time and effort varies from client to client.","Invest in your people - give them the chance to continue their education in their fields and the chance to attend workshop and conferences to better their job performance. 

Stop trying to make ""culture"" be the cure to your problems.",3.0,4,3,2,2,2,,cross,line
2015-10-07,Appointment Setter,,"Former Employee, less than 1 year",Be cautious,5,"Fun environment, great work autonomy","Was offered role under false pretense, little pay and overly stressed. No development or growth if you are looking for a career outside of sales.",,1.0,2,1,1,1,1,,cross,cross
2015-09-14,,,Current Employee,Too Many Middlemen,0,"Relaxed office, casual dress code, mostly good co-workers. Great downtown office location. Gated parking lot employees can use any time.","Far too many middle men involved in the process of trying to build a technical product. Direct client access is SO important in producing things correctly, but Ignorant salespeople stand in the way of people who actually know what they're doing. The people with the technical know-how have no access to the people they are actually trying to build products for. The tech people cannot educate the clients and steer them away from bad decisions that will lead to ineffective products because they have no access. Sales reps sometimes encourage bad decision making just to get things over with. They will not hesitate to throw fulfillment staff under the bus for something that was their own fault.

Some sales reps have no idea what they are selling. They sometimes mislead the client into thinking they are going to get something they haven't paid for. We have very clear cut product tiers so I just don't even know how that is possible except out of sheer ignorance. Building these products takes a lot of time and technical know-how and cannot be done for free just so a sales rep can avoid looking bad for making a mistake. 

Effective communication is completely impossible. Every project is like a game of telephone - messages from the client have to go through a sales rep, and then a project manager - none of which know what they're talking about - before finally getting to the person that needs it. And by then, the message has been skewed or lost. 

Extremely 'Turn and Burn' atmosphere. Volume and revenue is the only thing that matters to upper management, leaving fulfillment staff extremely overburdened and overwhelmed with a work load that is impossible to handle. Some don't even have time to answer the phone. Everyone is stressed out daily. Many clients get poor experience as a result and are not treated well. There's a lot of corner-cutting just to get things live on time. 

Morale is very low. Most people in fulfillment are very talented and knowledgable about the products they are creating. But working in this dysfunctional environment is very soul-crushing, and most people get apathetic and just give up. You get the sense that no one else cares if something is done right or not. It's always someone else's problem. I honestly feel like working at G/O has made me worse at my job because I am no longer challenged or motivated to learn. 

G/O wants to be seen as an agency, but they will never, ever be that. The client base is not interested in a creative, unique solutions - they just want cheap products that do the bare minimum and that is all G/O is capable of.","Cut the sales reps out of the fulfillment process so we can actually educate our clients and get some good work out the door. 

Hire more people to spread out the work load and give people more time to complete projects correctly. Show employees you care by investing in them - send them to conferences, etc.",2.0,4,2,1,2,2,,cross,line
2015-07-28,Anonymous,"Phoenix, AZ","Current Employee, more than 1 year",Great opportunities,6,G/O Digital is a fun environment with really talented people. There are always opportunities to learn and advance in your career here.,"Like many businesses that grow super fast, there are growing pains. However, the company invests in focus groups, surveys and analysis to figure out how to fix things. To me, that says a lot when they take the time to ask not only their employees, but their clients how the business can improve!",,5.0,4,5,5,4,5,,mark,mark
2015-08-28,Digital Media Specialist,"Phoenix, AZ","Current Employee, more than 1 year",Turn and Burn - But Means well,3,"Fun environment, great location, huge opportunity to make money.",Unless you are selling to clients willing to shell out some coin they aren't getting much. Account Managers have a very hands off approach and don't make contact with the client until after they are live and already upset.,"Train your reps to know the competition, Implement mentor programs for all performers and allow the metrics to reflect and adjust to time spent developing and being developed.",2.0,3,4,3,1,4,,cross,cross
2015-08-14,Anonymous,,"Current Employee, more than 1 year",Great place for those who can thrive in a startup environment,0,"- Fast-paced
- Career-trajectory
- Solid training support 
- Start-up Culture 
- Customer-Focused
- Cares about employees
- Approachable management","- Ever-changing
- Fast-paced
- Start-up culture
(If you don't thrive in this type of environment, you will hate it here!)","Keep communication open and honest, as you have since Tim took over. It's refreshing.",5.0,4,4,5,4,5,,mark,mark
2015-08-08,,,Current Employee,Sales,0,"Great products, great people, plenty of career advancement opportunity and income opportunity",Many changes over the past 6 months,Better Communication,5.0,5,4,5,4,4,,mark,mark
2015-08-04,Anonymous,"Atlanta, GA","Current Employee, less than 1 year",Regional Account Executive,0,Great management team that give the help and support you need.,"If you can't handle change then this isn't the place for you. Things in this industry and this company are changing, but not for the worse.",,5.0,4,4,4,4,4,,mark,mark
2015-08-29,Regional Account Executive,"Charlotte, NC",Former Employee,A complete mess,4,Decent base salary and the ability to work remotely,Too many to list. The absolute worst performing products in the digital marketing space every time you make a sale you feel like you are stealing from your clients. Management also changes direction weekly and plays heavy favorites. Favorites are one thing based on sales but butt kissing is another thing all together. If you have any other options take em!,,1.0,2,1,1,2,1,,cross,cross
2015-08-12,Regional Account Executive,,Former Employee,Stay Away!,5,"Ability to work remotely, good base salary, good benefits, good training. Other than that, there's not much else that I can think of",Terrible commission plan. 4% off Total Contract Value means that a $3000/month deal on a 12-month contract ($36000 sale) earns you less than $1500 in commission. Terrible management that heavily plays favorites and a product that does not perform up the expectations that you are told to set to your customers. Very minimal support from management.,Update the commission plan to more accurately reflect the amount of money the AE is bringing into the company. Many managers need to be replaced. Stop being so secretive and stop playing favorites (and only providing support to said favorites),1.0,2,1,1,3,1,,cross,cross
2015-07-29,Anonymous,"Phoenix, AZ","Former Employee, more than 1 year","Started out strong, all downhill from there",5,"When I first started out in the summer of 2014, it was a great lively, and positive environment to work in. The managers were motivating and made the job fun. There was plenty of positive reinforcement, and guidance. They listened to your concerns and ideas, and made you feel important, not only as an employee, but as a human as well. 

The pros to working there initially were:

- Lively, social atmosphere
- Motivational team meetings
- Positive CEO
- Breakfast on Fridays","Around winter 2014, there were some changes in management, and it was all downhill from there. There was absolutely no positive reinforcement. In fact, the managers became pushy, quota based, micromanagers. They did not advocate for their own teams, and instead looked out more for the sales team than anyone else. They seem unconcerned about the concerns of the team, and when complaints and suggestions were brought up, they were ignored or labeled as 'insobordination' for undermining management and questioning their tactics, when in fact, we just wanted to help. The environment became absolutely atrocious, and extremely unhealthy. No motivation was given whatsoever. Not to mention, there is no room for growth. You are stuck where you are. People are leaving this company so quickly, I cannot fathom how they are still maintaining themselves. The benefits are absolutely awful, and raises are extremely minimal. Do not expect much from them.","Listen to your employees, and advocate for your own team. Sales are important, but the operations of the rest of the company are what keep the products going, and the customers satisfied. (There is a big problem with clients leaving the company because of how unhappy they are) Stop holding back your employees, and stay true to your word, instead of just ignoring their pleas. HR has said that they are quick to terminate managers who prove themselves unhealthy, unqualified, and unworthy to be in the position, yet have not gone through with that promise. Please, for the sake of your remaining employees, make changes, and treat them like people, not cattle. Open your eyes and your minds to other ideas. You might just learn something.",1.0,1,1,1,1,1,,cross,cross
2015-06-17,Anonymous,"Phoenix, AZ","Current Employee, more than 3 years",Great Company with Great People!,0,"Amazing culture, opportunities for growth, great leadership, the company is growing a lot so that's positive","For me, it's a long way from home to here so long commute. But it's worth it. I've been here over 3 years!",,4.0,4,5,4,3,5,,mark,mark
2015-07-08,Regional Sales Executive,,Former Employee,Disorganized Mess,12,"decent benefits,,,if you stay 3 months (most don't)","Horrible management, in the past 6 months the majority of management has either quit or been fired. In June they laid off 60% of the sales force, including many people that just left good jobs to go to work for G/O! 
I would never tell anyone I worked there, the few sales people left are looking for jobs,,,,if you have any other choice for a job, take it,,if you want to get a check while your looking, go for it
Please don't sell anything to anyone you know, the lose nearly 80% of clients in the first 3 months","Stop changing the business model every few weeks and lying to clients and prospective employees,,,,they will say ANYTHING to get you to take the job",1.0,2,1,1,3,1,,cross,cross
2015-06-06,Anonymous,,Current Employee,Decent starting job,0,"Relaxed atmosphere, good manager, not too difficult to hit numbers","Low pay, cold-calling, pay is poor",,3.0,,,,,,,circle,circle
2015-06-01,Senior Digital Engineer,"Phoenix, AZ","Current Employee, more than 3 years",Knowledge Team,0,"Great product offering, pre-sale strategy and audit process",No cons here at G/O Digital,,5.0,5,5,5,5,4,,mark,mark
2015-05-27,,,Former Employee,Good starting point,0,"Great pay, they paid me really well for the position I was in
Great coworkers, a lot of fun people surround you and it's what really helps you get by during those stressful days
Set Hours, at my current job I don't know what hours i'll work and which i'll be free, definitely a pro in my book.","Disconnect with upper management
No room to grow",,4.0,5,5,2,4,3,,mark,circle
2015-05-16,Anonymous,"Phoenix, AZ","Current Employee, more than 1 year",Just Ok,2,"- Fun work environment
- Cool start -up perks like snacks on certain days and breakfast on Fridays
- Good work/life balance
- Decent Benefits","- Pay is HORRIBLE
- Only 2 weeks paid time off after you've been there for a year
- Some managers don't even have a degree, and it shows in professionalism
- Huge turnover recently with many managers and other staff ""jumping ship""
- Only gives perks like baseball games and fun outings to account management team, what about everyone else who does the grunt work?","- Hire first level managers who have degrees and get rid of the ones that don't. 
- Promote current employees into management positions and quit looking to bring people in.
- Instead of giving out money to people who are taking job interviews other places, give a raise to those people who are there and are working. 
- Have group outings and fun events for everyone else instead of just the account management team",3.0,5,4,3,1,3,,mark,cross
2015-06-11,Regional Account Executive,"Charlotte, NC","Current Employee, less than 1 year","Run Away, G/O Digital is a Train Wreck",8,Some very nice people in the company including some of your fellow sales people.,"This block isn't big enough to list them all. The company seems like a start up running out of money (and both things are actually true even though its part of Gannett). Sales are told to go after a certain type/size client one week, a few weeks later told to forget that, and go in a different direction, a few weeks later something different. 
There are some sharp people in upper management, but its too little too late, they even recently hired some new sales people away from other companies, only to lay them off with a month or two,,,not a company you want to have anything to do with.
The cancellation rate is crazy, I have heard of people having 90+% of clients cancel within the first two months, its because the accounts are never handled professionally (or handled at all) after they make it past the sales department.","Just go ahead and close it down, your slowly ripping off a big bandage and just hurting employees and clients while your doing it",1.0,2,1,1,3,1,,cross,circle
2015-06-10,,,Former Employee,sales representative,3,None terrible place to work do not recommend it to anyone. Big promises they do not deliver,everything! None terrible place to work do not recommend it to anyone. Big promises they do not deliver,train employees! None terrible place to work do not recommend it to anyone. Big promises they do not deliver,1.0,1,1,1,1,1,,cross,cross
2015-04-27,Anonymous,,Current Employee,Sales,2,"The Good: First let me start off by saying that it's been a fun ride here at G/O Digital. I've been a part of some awesome projects, sales councils, management training etc. I feel that I am a better person for working here at G/O Digital. I feel like I got my MBA in start ups with all the initiatives, deadlines, strategy sessions etc. Since the new CEO has taken over, they have made great strides to flatten out the organization and have seen some great strides made internally between sales and operations. 

Their base pay is usually 1.5x what the competition is willing to pay.","The Bad: The sales process is really over engineered. G/O struggles to push account live in a timely fashion (especially when compared to our direct competition). Just spoke about new CEO leadership, only problem is that it took them a really long time to make those changes. How patient do they expect us to be? 

Not a performance based organization. Since they have so much wrapped up in your base pay, you really have to knock it out of the park to get paid commission. To complicate matters even more, their comp plan is based on 'go live' and since it takes an exorbitant amount of time to get products live (like I said earlier), you really have to stack your deck and line everything up properly to get paid out on the higher tier percentages.","The Ugly: People don't leave companies, they leave managers. They are so disconnected from the front lines that it's comical. When your hand picked leaders are telling you exactly what they need in the field to get better results from their sellers, you would think that would be important feedback. There is a whole lot of 'Do this because I said so' not a whole lot of 'Do this, here's why and here is how.' End of the day, I think G/O could be a great place to work, but I think there is a whole lot of introspection on who is leading this group.

It's really going to be interesting to see what happens post spin and how patient Gracia will be.",3.0,3,2,3,3,2,,mark,line
